,id,total_len,nb_groups,len_groups,max_len_group
15109,11812_Layer 10,16,2,"[10, 6]",10
15110,11812_Layer 5,10,1,[10],10
15111,11812_Layer 3,18,2,"[12, 6]",12
15112,11812_Layer 4,20,1,[20],20
15113,11812_Layer 6,10,1,[10],10
15114,11812_Layer 7,12,1,[12],12
15115,11813_Layer 2,10,1,[10],10
15116,11812_Layer 9,12,1,[12],12
15117,11812_Layer 8,14,1,[14],14
15118,11813_Layer 4,8,1,[8],8
15119,11813_Layer 3,14,1,[14],14
15120,11814_Layer 10,16,2,"[8, 8]",8
15121,11814_Layer 13,26,2,"[18, 8]",18
15122,11814_Layer 11,24,2,"[16, 8]",16
15123,11814_Layer 12,22,2,"[14, 8]",14
15124,11814_Layer 15,10,1,[10],10
15125,11814_Layer 17,8,1,[8],8
15126,11814_Layer 16,6,1,[6],6
15127,11814_Layer 14,20,2,"[14, 6]",14
15128,11814_Layer 18,8,1,[8],8
15129,11814_Layer 19,6,1,[6],6
15130,11814_Layer 20,8,1,[8],8
15131,11814_Layer 2,12,1,[12],12
15132,11814_Layer 3,14,1,[14],14
15133,11814_Layer 4,16,1,[16],16
15134,11814_Layer 21,14,1,[14],14
15135,11814_Layer 5,16,1,[16],16
15136,11814_Layer 6,16,1,[16],16
15137,11814_Layer 8,16,2,"[8, 8]",8
15138,11814_Layer 7,16,1,[16],16
15139,11814_Layer 9,12,2,"[8, 4]",8
15140,11815_Layer 2,10,1,[10],10
15141,11815_Layer 3,20,1,[20],20
15142,11815_Layer 4,16,1,[16],16
15143,11816_Layer 2,18,2,"[12, 6]",12
15144,11816_Layer 4,10,1,[10],10
15145,11815_Layer 5,14,2,"[8, 6]",8
15146,11816_Layer 5,12,1,[12],12
15147,11816_Layer 3,26,2,"[20, 6]",20
15148,11817_Layer 2,18,1,[18],18
15149,11817_Layer 3,22,2,"[14, 8]",14
15150,11817_Layer 4,12,1,[12],12
15151,11818_Layer 2,10,1,[10],10
15152,11817_Layer 5,20,2,"[14, 6]",14
15153,11818_Layer 4,8,1,[8],8
15154,11819_Layer 2,6,1,[6],6
15155,11818_Layer 3,12,1,[12],12
15156,11818_Layer 5,10,1,[10],10
15157,11819_Layer 3,6,1,[6],6
15158,11819_Layer 4,14,1,[14],14
15159,11819_Layer 5,12,1,[12],12
15160,11819_Layer 6,22,2,"[12, 10]",12
15161,11820_Layer 2,8,1,[8],8
15162,11820_Layer 3,16,1,[16],16
15163,11819_Layer 7,24,2,"[18, 6]",18
15164,11820_Layer 5,8,1,[8],8
15165,11820_Layer 6,8,1,[8],8
15166,11819_Layer 8,16,2,"[12, 4]",12
15167,11820_Layer 4,18,2,"[12, 6]",12
15168,11820_Layer 7,16,1,[16],16
15169,11820_Layer 9,20,2,"[14, 6]",14
15170,11820_Layer 8,18,1,[18],18
15171,11822_Layer 2,6,1,[6],6
15172,11822_Layer 4,12,1,[12],12
15173,11822_Layer 3,6,1,[6],6
15174,11822_Layer 10,18,1,[18],18
15176,11822_Layer 5,8,1,[8],8
15177,11822_Layer 7,14,1,[14],14
15178,11822_Layer 6,18,1,[18],18
15179,11822_Layer 8,20,2,"[12, 8]",12
15180,11823_Layer 2,16,1,[16],16
15181,11822_Layer 9,14,1,[14],14
15182,11823_Layer 6,8,1,[8],8
15183,11823_Layer 3,22,2,"[14, 8]",14
15184,11823_Layer 4,14,1,[14],14
15185,11824_Layer 2,8,1,[8],8
15186,11825_Layer 3,8,1,[8],8
15187,11823_Layer 5,18,2,"[10, 8]",10
15188,11824_Layer 3,16,2,"[10, 6]",10
15189,11825_Layer 2,14,2,"[8, 6]",8
15190,11825_Layer 4,8,1,[8],8
15191,11826_Layer 3,6,1,[6],6
15192,11826_Layer 2,8,1,[8],8
15193,11825_Layer 5,14,1,[14],14
15194,11826_Layer 4,6,1,[6],6
15195,11826_Layer 10,22,2,"[16, 6]",16
15196,11826_Layer 5,18,1,[18],18
15197,11826_Layer 6,16,2,"[10, 6]",10
15198,11826_Layer 7,12,2,"[4, 8]",8
15199,11827_Layer 2,18,1,[18],18
15200,11827_Layer 3,16,1,[16],16
15201,11826_Layer 8,22,2,"[10, 12]",12
15202,11826_Layer 9,16,2,"[10, 6]",10
15203,11827_Layer 5,10,1,[10],10
15204,11827_Layer 6,6,1,[6],6
15205,11827_Layer 4,16,2,"[10, 6]",10
15206,11827_Layer 7,16,1,[16],16
15207,11827_Layer 8,14,2,"[8, 6]",8
15208,11828_Layer 10,8,1,[8],8
15209,11827_Layer 9,18,1,[18],18
15210,11828_Layer 11,12,1,[12],12
15211,11828_Layer 2,6,1,[6],6
15212,11828_Layer 3,6,1,[6],6
15213,11828_Layer 4,10,2,"[4, 6]",6
15214,11828_Layer 12,20,2,"[10, 10]",10
15215,11828_Layer 5,12,2,"[6, 6]",6
15216,11828_Layer 6,16,1,[16],16
15217,11828_Layer 8,10,1,[10],10
15218,11828_Layer 9,8,1,[8],8
15219,11828_Layer 7,16,2,"[8, 8]",8
15220,11829_Layer 4,6,1,[6],6
15221,11829_Layer 2,18,2,"[10, 8]",10
15222,11829_Layer 5,6,1,[6],6
15223,11829_Layer 6,8,1,[8],8
15224,11829_Layer 3,16,2,"[10, 6]",10
15225,11830_Layer 4,8,1,[8],8
15226,11830_Layer 5,6,1,[6],6
15227,11830_Layer 3,12,2,"[4, 8]",8
15228,11830_Layer 2,18,1,[18],18
15229,11831_Layer 2,6,1,[6],6
15230,11831_Layer 10,12,1,[12],12
15231,11831_Layer 5,12,2,"[6, 6]",6
15232,11831_Layer 3,16,1,[16],16
15233,11831_Layer 4,12,1,[12],12
15234,11831_Layer 6,22,2,"[16, 6]",16
15235,11832_Layer 2,6,1,[6],6
15236,11831_Layer 7,20,2,"[12, 8]",12
15237,11831_Layer 9,22,1,[22],22
15238,11831_Layer 8,10,1,[10],10
15239,11832_Layer 3,12,1,[12],12
15240,11832_Layer 4,18,1,[18],18
15241,11833_Layer 2,20,1,[20],20
15242,11833_Layer 4,14,2,"[8, 6]",8
15243,11833_Layer 3,22,2,"[16, 6]",16
15244,11833_Layer 5,22,2,"[16, 6]",16
15245,11833_Layer 9,8,1,[8],8
15246,11833_Layer 7,16,1,[16],16
15247,11833_Layer 6,16,1,[16],16
15248,11834_Layer 2,8,1,[8],8
15249,11834_Layer 4,8,1,[8],8
15250,11834_Layer 3,14,2,"[10, 4]",10
15251,11834_Layer 5,10,1,[10],10
15252,11835_Layer 2,14,1,[14],14
15253,11835_Layer 5,8,1,[8],8
15254,11833_Layer 8,26,1,[26],26
15255,11835_Layer 4,20,2,"[12, 8]",12
15256,11835_Layer 3,20,2,"[10, 10]",10
15257,11835_Layer 6,10,1,[10],10
15258,11836_Layer 2,12,1,[12],12
15259,11836_Layer 3,22,2,"[12, 10]",12
15260,11837_Layer 2,10,2,"[4, 6]",6
15261,11837_Layer 4,10,1,[10],10
15262,11837_Layer 3,26,3,"[8, 10, 8]",10
15263,11838_Layer 4,16,1,[16],16
15264,11838_Layer 3,14,1,[14],14
15265,11838_Layer 2,18,2,"[8, 10]",10
15266,11838_Layer 5,8,1,[8],8
15267,11838_Layer 6,10,1,[10],10
15268,11838_Layer 7,8,1,[8],8
15269,11838_Layer 9,12,1,[12],12
15270,11839_Layer 3,14,1,[14],14
15271,11839_Layer 2,12,1,[12],12
15272,11838_Layer 8,14,1,[14],14
15273,1183_Layer 2,10,1,[10],10
15274,1183_Layer 10,8,1,[8],8
15275,1183_Layer 3,10,1,[10],10
15276,1183_Layer 4,12,1,[12],12
15277,1183_Layer 12,12,1,[12],12
15278,1183_Layer 5,10,1,[10],10
15280,1183_Layer 7,10,1,[10],10
15281,1183_Layer 6,14,1,[14],14
15282,1183_Layer 9,12,1,[12],12
15283,11840_Layer 3,10,1,[10],10
15284,11840_Layer 2,14,1,[14],14
15285,11840_Layer 5,6,1,[6],6
15286,1183_Layer 8,14,1,[14],14
15287,11840_Layer 6,12,1,[12],12
15288,11840_Layer 4,16,2,"[12, 4]",12
15289,11840_Layer 8,12,1,[12],12
15290,11840_Layer 7,16,1,[16],16
15291,11841_Layer 4,8,1,[8],8
15292,11841_Layer 2,18,1,[18],18
15293,11841_Layer 5,12,1,[12],12
15294,11841_Layer 3,10,2,"[4, 6]",6
15295,11841_Layer 6,8,1,[8],8
15296,11841_Layer 7,10,1,[10],10
15297,11842_Layer 11,8,1,[8],8
15298,11842_Layer 12,10,1,[10],10
15299,11842_Layer 2,6,1,[6],6
15300,11842_Layer 13,8,1,[8],8
15301,11841_Layer 8,18,2,"[8, 10]",10
15302,11842_Layer 3,6,1,[6],6
15303,11842_Layer 4,6,1,[6],6
15304,11842_Layer 5,20,1,[20],20
15305,11842_Layer 10,26,1,[26],26
15306,11842_Layer 6,16,2,"[10, 6]",10
15307,11842_Layer 7,20,2,"[14, 6]",14
15308,11842_Layer 8,14,2,"[8, 6]",8
15309,11843_Layer 2,18,1,[18],18
15310,11842_Layer 9,20,2,"[12, 8]",12
15311,11843_Layer 3,16,1,[16],16
15312,11843_Layer 4,8,1,[8],8
15313,11844_Layer 10,8,1,[8],8
15314,11844_Layer 2,12,1,[12],12
15315,11844_Layer 3,26,1,[26],26
15316,11844_Layer 6,12,1,[12],12
15317,11844_Layer 4,16,1,[16],16
15318,11844_Layer 5,22,2,"[14, 8]",14
15319,11844_Layer 7,16,1,[16],16
15320,11844_Layer 8,14,1,[14],14
15321,11844_Layer 9,10,1,[10],10
15322,11845_Layer 11,8,1,[8],8
15323,11845_Layer 12,8,1,[8],8
15324,11845_Layer 2,14,1,[14],14
15325,11845_Layer 4,16,1,[16],16
15326,11845_Layer 3,13,1,[13],13
15327,11845_Layer 5,10,2,"[4, 6]",6
15329,11845_Layer 6,10,2,"[4, 6]",6
15330,11845_Layer 7,14,1,[14],14
15331,11845_Layer 8,22,2,"[16, 6]",16
15332,11846_Layer 10,16,1,[16],16
15333,11846_Layer 11,18,2,"[12, 6]",12
15334,11846_Layer 13,6,1,[6],6
15335,11845_Layer 9,20,1,[20],20
15336,11846_Layer 4,14,2,"[6, 8]",8
15337,11846_Layer 12,26,1,[26],26
15338,11846_Layer 2,14,1,[14],14
15339,11846_Layer 3,20,1,[20],20
15340,11846_Layer 7,24,2,"[18, 6]",18
15341,11846_Layer 5,26,2,"[14, 12]",14
15342,11846_Layer 6,24,2,"[14, 10]",14
15343,11846_Layer 8,18,1,[18],18
15344,11847_Layer 2,10,1,[10],10
15345,11847_Layer 4,18,1,[18],18
15346,11847_Layer 3,14,2,"[8, 6]",8
15347,11847_Layer 7,8,1,[8],8
15348,11846_Layer 9,17,1,[17],17
15349,11847_Layer 8,8,1,[8],8
15350,11847_Layer 5,14,1,[14],14
15351,11848_Layer 2,6,1,[6],6
15352,11848_Layer 10,8,1,[8],8
15353,11848_Layer 3,6,1,[6],6
15354,11847_Layer 6,20,2,"[16, 4]",16
15355,11848_Layer 4,8,1,[8],8
15356,11848_Layer 5,6,1,[6],6
15357,11848_Layer 6,20,1,[20],20
15358,11848_Layer 7,14,2,"[8, 6]",8
15359,11848_Layer 9,14,1,[14],14
15360,11848_Layer 8,18,2,"[12, 6]",12
15361,1184_Layer 4,10,1,[10],10
15362,1184_Layer 5,9,1,[9],9
15364,11850_Layer 10,16,1,[16],16
15365,1184_Layer 6,22,2,"[16, 6]",16
15366,11850_Layer 13,8,1,[8],8
15367,11850_Layer 2,6,1,[6],6
15369,11850_Layer 3,10,1,[10],10
15370,11850_Layer 12,20,2,"[14, 6]",14
15371,11850_Layer 4,10,1,[10],10
15372,11850_Layer 11,21,1,[21],21
15373,11850_Layer 5,6,1,[6],6
15374,11850_Layer 6,16,1,[16],16
15375,11850_Layer 8,12,2,"[6, 6]",6
15376,11850_Layer 7,14,1,[14],14
15377,11850_Layer 9,10,1,[10],10
15378,11851_Layer 13,6,1,[6],6
15379,11851_Layer 10,18,2,"[12, 6]",12
15380,11851_Layer 2,6,1,[6],6
15381,11851_Layer 11,18,2,"[12, 6]",12
15382,11851_Layer 3,8,1,[8],8
15383,11851_Layer 4,12,1,[12],12
15384,11851_Layer 5,10,1,[10],10
15386,11851_Layer 6,13,1,[13],13
15387,11851_Layer 7,20,1,[20],20
15388,11852_Layer 2,8,1,[8],8
15389,11851_Layer 8,16,2,"[8, 8]",8
15390,11851_Layer 9,24,1,[24],24
15391,11852_Layer 4,10,2,"[4, 6]",6
15392,11852_Layer 3,16,1,[16],16
15393,11853_Layer 2,6,1,[6],6
15394,11853_Layer 10,22,2,"[14, 8]",14
15395,11853_Layer 3,6,1,[6],6
15396,11853_Layer 4,8,1,[8],8
15397,11853_Layer 5,8,1,[8],8
15398,11853_Layer 6,11,1,[11],11
15399,11853_Layer 8,14,2,"[6, 8]",8
15400,11853_Layer 7,14,1,[14],14
15401,11853_Layer 9,22,2,"[14, 8]",14
15402,11854_Layer 2,8,1,[8],8
15403,11854_Layer 10,22,1,[22],22
15404,11854_Layer 3,8,1,[8],8
15405,11854_Layer 11,22,2,"[16, 6]",16
15406,11854_Layer 4,14,2,"[6, 8]",8
15408,11854_Layer 5,18,1,[18],18
15409,11854_Layer 6,22,1,[22],22
15410,11854_Layer 7,12,1,[12],12
15411,11854_Layer 9,16,1,[16],16
15412,11854_Layer 8,20,2,"[12, 8]",12
15413,11855_Layer 13,6,1,[6],6
15414,11855_Layer 2,10,1,[10],10
15415,11855_Layer 10,22,2,"[16, 6]",16
15416,11855_Layer 12,24,1,[24],24
15417,11855_Layer 3,14,1,[14],14
15418,11855_Layer 4,16,1,[16],16
15419,11855_Layer 11,15,1,[15],15
15420,11855_Layer 5,20,2,"[12, 8]",12
15421,11855_Layer 6,20,1,[20],20
15422,11856_Layer 10,16,1,[16],16
15423,11855_Layer 7,26,1,[26],26
15424,11856_Layer 11,18,1,[18],18
15425,11856_Layer 12,12,1,[12],12
15426,11856_Layer 13,12,2,"[8, 4]",8
15427,11856_Layer 14,10,2,"[6, 4]",6
15428,11855_Layer 9,17,2,"[9, 8]",9
15429,11855_Layer 8,19,1,[19],19
15430,11856_Layer 15,22,1,[22],22
15431,11856_Layer 2,6,1,[6],6
15432,11856_Layer 3,6,1,[6],6
15433,11856_Layer 17,8,1,[8],8
15434,11856_Layer 4,8,1,[8],8
15435,11856_Layer 5,12,1,[12],12
15436,11856_Layer 16,26,1,[26],26
15437,11856_Layer 6,10,1,[10],10
15438,11856_Layer 8,8,1,[8],8
15439,11856_Layer 7,18,1,[18],18
15440,11857_Layer 2,6,1,[6],6
15441,11856_Layer 9,12,1,[12],12
15442,11857_Layer 4,14,1,[14],14
15443,11857_Layer 3,14,1,[14],14
15444,11857_Layer 6,14,2,"[8, 6]",8
15445,11857_Layer 5,20,1,[20],20
15446,11858_Layer 10,12,1,[12],12
15447,11858_Layer 11,18,1,[18],18
15448,11858_Layer 13,14,1,[14],14
15449,11858_Layer 12,14,1,[14],14
15450,11858_Layer 2,6,1,[6],6
15451,11858_Layer 16,10,1,[10],10
15452,11858_Layer 3,6,1,[6],6
15453,11858_Layer 14,26,1,[26],26
15454,11858_Layer 4,14,1,[14],14
15455,11858_Layer 6,18,1,[18],18
15456,11858_Layer 5,16,1,[16],16
15458,11858_Layer 9,8,1,[8],8
15459,11858_Layer 7,18,1,[18],18
15460,11858_Layer 8,18,1,[18],18
15461,11859_Layer 10,14,1,[14],14
15462,11859_Layer 11,18,1,[18],18
15463,11859_Layer 2,6,1,[6],6
15464,11859_Layer 14,14,1,[14],14
15465,11859_Layer 12,8,2,"[4, 4]",4
15466,11859_Layer 3,8,1,[8],8
15467,11859_Layer 5,20,1,[20],20
15468,11859_Layer 4,16,1,[16],16
15470,11859_Layer 6,18,1,[18],18
15471,11859_Layer 7,10,1,[10],10
15472,11859_Layer 8,12,1,[12],12
15473,11859_Layer 9,18,1,[18],18
15474,1185_Layer 2,8,1,[8],8
15475,1185_Layer 3,4,1,[4],4
15476,1185_Layer 4,6,1,[6],6
15477,1185_Layer 5,8,1,[8],8
15478,1185_Layer 6,8,1,[8],8
15479,1185_Layer 7,20,2,"[14, 6]",14
15480,1185_Layer 8,22,2,"[16, 6]",16
15481,11861_Layer 2,10,1,[10],10
15482,11861_Layer 3,16,1,[16],16
15483,11861_Layer 4,6,1,[6],6
15484,11861_Layer 5,16,1,[16],16
15485,11861_Layer 6,10,1,[10],10
15486,11862_Layer 2,4,1,[4],4
15488,11862_Layer 3,18,1,[18],18
15489,11862_Layer 6,10,1,[10],10
15490,11862_Layer 7,12,1,[12],12
15491,11862_Layer 4,15,2,"[9, 6]",9
15492,11862_Layer 5,15,2,"[9, 6]",9
15493,11863_Layer 10,18,2,"[8, 10]",10
15494,11863_Layer 11,18,2,"[12, 6]",12
15495,11863_Layer 12,17,2,"[11, 6]",11
15496,11863_Layer 13,16,2,"[8, 8]",8
15497,11863_Layer 14,18,1,[18],18
15499,11863_Layer 15,13,2,"[8, 5]",8
15500,11863_Layer 16,15,1,[15],15
15501,11863_Layer 2,4,1,[4],4
15502,11863_Layer 17,21,1,[21],21
15503,11863_Layer 18,14,1,[14],14
15504,11863_Layer 19,15,1,[15],15
15505,11863_Layer 21,12,1,[12],12
15506,11863_Layer 3,4,1,[4],4
15507,11863_Layer 4,4,1,[4],4
15508,11863_Layer 20,21,1,[21],21
15509,11863_Layer 22,10,1,[10],10
15510,11863_Layer 5,10,1,[10],10
15511,11863_Layer 6,16,1,[16],16
15512,11863_Layer 8,10,1,[10],10
15513,11864_Layer 10,8,1,[8],8
15514,11864_Layer 11,6,1,[6],6
15515,11863_Layer 7,21,1,[21],21
15516,11863_Layer 9,14,1,[14],14
15517,11864_Layer 2,20,1,[20],20
15518,11864_Layer 4,11,1,[11],11
15519,11864_Layer 3,23,1,[23],23
15520,11864_Layer 5,17,2,"[9, 8]",9
15521,11864_Layer 6,17,2,"[9, 8]",9
15522,11865_Layer 10,16,1,[16],16
15523,11864_Layer 7,14,1,[14],14
15524,11865_Layer 11,18,1,[18],18
15525,11864_Layer 8,11,1,[11],11
15526,11865_Layer 12,10,2,"[6, 4]",6
15527,11865_Layer 13,20,1,[20],20
15528,11864_Layer 9,12,1,[12],12
15529,11865_Layer 2,8,1,[8],8
15530,11865_Layer 14,16,1,[16],16
15531,11865_Layer 15,20,1,[20],20
15532,11865_Layer 3,14,1,[14],14
15533,11865_Layer 5,8,1,[8],8
15534,11865_Layer 4,14,1,[14],14
15535,11865_Layer 6,8,1,[8],8
15536,11865_Layer 7,16,1,[16],16
15537,11867_Layer 2,6,1,[6],6
15538,11865_Layer 9,16,1,[16],16
15539,11865_Layer 8,12,1,[12],12
15540,11867_Layer 3,8,1,[8],8
15541,11867_Layer 4,16,1,[16],16
15542,11867_Layer 6,12,1,[12],12
15543,11867_Layer 5,16,1,[16],16
15544,11867_Layer 7,14,1,[14],14
15545,11868_Layer 11,14,1,[14],14
15546,11868_Layer 10,12,1,[12],12
15547,11868_Layer 12,8,2,"[4, 4]",4
15548,11868_Layer 16,6,1,[6],6
15549,11868_Layer 13,8,2,"[4, 4]",4
15550,11868_Layer 14,12,2,"[4, 8]",8
15551,11868_Layer 15,12,2,"[6, 6]",6
15552,11868_Layer 17,12,1,[12],12
15553,11868_Layer 18,14,1,[14],14
15554,11868_Layer 2,8,1,[8],8
15555,11868_Layer 3,6,1,[6],6
15556,11868_Layer 4,10,1,[10],10
15557,11868_Layer 6,16,1,[16],16
15558,11868_Layer 5,14,1,[14],14
15559,11868_Layer 8,10,1,[10],10
15560,11868_Layer 7,8,1,[8],8
15561,11869_Layer 2,6,1,[6],6
15562,11869_Layer 3,8,1,[8],8
15563,11868_Layer 9,20,1,[20],20
15564,11869_Layer 4,8,1,[8],8
15565,11869_Layer 10,16,2,"[10, 6]",10
15566,11869_Layer 6,10,1,[10],10
15567,11869_Layer 5,16,1,[16],16
15568,11869_Layer 7,10,1,[10],10
15569,1186_Layer 2,6,1,[6],6
15570,11869_Layer 8,18,1,[18],18
15571,1186_Layer 4,8,1,[8],8
15572,1186_Layer 5,8,1,[8],8
15573,11869_Layer 9,22,1,[22],22
15574,1186_Layer 6,8,1,[8],8
15575,1186_Layer 7,10,1,[10],10
15576,1186_Layer 3,18,2,"[12, 6]",12
15577,11870_Layer 2,16,2,"[10, 6]",10
15578,1186_Layer 8,23,1,[23],23
15579,11870_Layer 3,27,1,[27],27
15580,11870_Layer 4,18,1,[18],18
15581,11871_Layer 5,10,1,[10],10
15582,11871_Layer 3,17,1,[17],17
15583,11871_Layer 2,15,2,"[11, 4]",11
15584,11871_Layer 6,8,1,[8],8
15585,11872_Layer 2,6,1,[6],6
15586,11872_Layer 3,10,1,[10],10
15587,11871_Layer 4,18,1,[18],18
15588,11872_Layer 5,10,1,[10],10
15589,11872_Layer 4,18,2,"[10, 8]",10
15590,11872_Layer 6,10,1,[10],10
15591,11872_Layer 7,20,1,[20],20
15592,11872_Layer 8,20,1,[20],20
15593,11875_Layer 2,14,1,[14],14
15594,11875_Layer 6,8,1,[8],8
15595,11875_Layer 4,20,2,"[12, 8]",12
15596,11875_Layer 3,19,2,"[11, 8]",11
15597,11875_Layer 7,10,1,[10],10
15598,11875_Layer 5,24,3,"[10, 8, 6]",10
15599,11876_Layer 2,22,1,[22],22
15600,11877_Layer 2,8,1,[8],8
15601,11877_Layer 11,8,1,[8],8
15602,11877_Layer 3,4,1,[4],4
15603,11877_Layer 4,4,1,[4],4
15604,11876_Layer 3,20,2,"[11, 9]",11
15605,11877_Layer 10,19,1,[19],19
15606,11877_Layer 5,17,1,[17],17
15607,11877_Layer 8,18,2,"[14, 4]",14
15608,11877_Layer 6,20,1,[20],20
15609,11877_Layer 7,12,1,[12],12
15610,11878_Layer 2,4,1,[4],4
15611,11878_Layer 3,10,1,[10],10
15612,11878_Layer 4,13,1,[13],13
15613,1187_Layer 2,6,1,[6],6
15614,11877_Layer 9,19,1,[19],19
15615,11878_Layer 5,15,1,[15],15
15616,1187_Layer 5,8,1,[8],8
15617,1187_Layer 4,6,1,[6],6
15618,1187_Layer 6,8,1,[8],8
15619,1187_Layer 7,12,1,[12],12
15620,1187_Layer 8,26,1,[26],26
15621,11878_Layer 6,25,3,"[15, 5, 5]",15
15622,11881_Layer 2,11,1,[11],11
15623,11881_Layer 3,9,1,[9],9
15626,11881_Layer 4,10,1,[10],10
15628,11881_Layer 8,6,1,[6],6
15629,11881_Layer 9,8,1,[8],8
15630,11882_Layer 2,8,1,[8],8
15631,11881_Layer 5,11,1,[11],11
15632,11881_Layer 6,24,2,"[14, 10]",14
15633,11881_Layer 7,15,2,"[9, 6]",9
15634,11882_Layer 3,20,2,"[12, 8]",12
15635,11882_Layer 4,16,1,[16],16
15636,11882_Layer 6,16,1,[16],16
15637,11882_Layer 5,26,2,"[16, 10]",16
15638,11882_Layer 9,10,1,[10],10
15639,11882_Layer 7,26,1,[26],26
15640,11882_Layer 8,23,2,"[17, 6]",17
15641,11883_Layer 13,6,1,[6],6
15642,11883_Layer 14,8,1,[8],8
15643,11883_Layer 15,10,1,[10],10
15644,11883_Layer 16,8,1,[8],8
15647,11883_Layer 2,14,1,[14],14
15651,11883_Layer 5,23,1,[23],23
15652,11883_Layer 6,26,1,[26],26
15653,11883_Layer 7,23,1,[23],23
15655,11884_Layer 2,6,1,[6],6
15656,11884_Layer 3,6,1,[6],6
15657,11884_Layer 4,16,1,[16],16
15660,11884_Layer 5,23,1,[23],23
15662,11884_Layer 9,10,1,[10],10
15663,11886_Layer 10,18,1,[18],18
15664,11886_Layer 11,14,1,[14],14
15665,11886_Layer 12,18,1,[18],18
15667,11886_Layer 13,8,1,[8],8
15669,11886_Layer 14,20,1,[20],20
15670,11886_Layer 15,22,1,[22],22
15671,11886_Layer 17,24,1,[24],24
15672,11886_Layer 18,14,1,[14],14
15673,11886_Layer 16,22,1,[22],22
15674,11886_Layer 3,8,1,[8],8
15675,11886_Layer 2,14,2,"[8, 6]",8
15676,11886_Layer 4,12,1,[12],12
15677,11886_Layer 5,12,1,[12],12
15678,11886_Layer 6,10,1,[10],10
15679,11886_Layer 7,14,1,[14],14
15680,11886_Layer 8,12,1,[12],12
15681,11886_Layer 9,12,1,[12],12
15682,11887_Layer 11,10,1,[10],10
15683,11887_Layer 13,14,1,[14],14
15684,11887_Layer 10,24,1,[24],24
15685,11887_Layer 12,14,1,[14],14
15686,11887_Layer 14,12,1,[12],12
15687,11887_Layer 16,18,1,[18],18
15688,11887_Layer 15,14,1,[14],14
15689,11887_Layer 17,20,1,[20],20
15690,11887_Layer 2,8,1,[8],8
15691,11887_Layer 18,22,3,"[6, 8, 8]",8
15692,11887_Layer 20,8,1,[8],8
15693,11887_Layer 19,22,1,[22],22
15694,11887_Layer 3,10,1,[10],10
15695,11887_Layer 4,12,1,[12],12
15696,11887_Layer 5,10,1,[10],10
15697,11887_Layer 21,20,1,[20],20
15698,11887_Layer 6,10,1,[10],10
15699,11887_Layer 9,10,1,[10],10
15700,11887_Layer 8,16,1,[16],16
15701,11887_Layer 7,20,1,[20],20
15702,11888_Layer 2,12,1,[12],12
15703,11888_Layer 4,14,1,[14],14
15704,11888_Layer 3,20,1,[20],20
15705,11888_Layer 6,16,1,[16],16
15706,11888_Layer 5,14,1,[14],14
15707,11888_Layer 7,20,3,"[6, 8, 6]",8
15708,1188_Layer 10,12,1,[12],12
15709,1188_Layer 11,14,1,[14],14
15710,1188_Layer 12,12,1,[12],12
15711,1188_Layer 2,6,1,[6],6
15712,1188_Layer 4,8,1,[8],8
15713,1188_Layer 3,8,1,[8],8
15715,1188_Layer 5,4,1,[4],4
15716,1188_Layer 7,8,1,[8],8
15717,1188_Layer 6,8,1,[8],8
15718,11891_Layer 10,18,2,"[10, 8]",10
15719,1188_Layer 13,24,2,"[18, 6]",18
15721,11891_Layer 11,18,1,[18],18
15722,11891_Layer 12,11,1,[11],11
15723,11891_Layer 13,16,1,[16],16
15724,11891_Layer 14,22,1,[22],22
15725,11891_Layer 15,13,2,"[7, 6]",7
15726,11891_Layer 17,16,2,"[10, 6]",10
15727,11891_Layer 16,18,2,"[10, 8]",10
15728,11891_Layer 2,4,1,[4],4
15729,11891_Layer 20,10,1,[10],10
15730,11891_Layer 18,14,2,"[10, 4]",10
15731,11891_Layer 21,10,1,[10],10
15732,11891_Layer 19,16,2,"[12, 4]",12
15733,11891_Layer 22,8,1,[8],8
15734,11891_Layer 23,8,1,[8],8
15735,11891_Layer 25,10,1,[10],10
15736,11891_Layer 26,10,1,[10],10
15737,11891_Layer 24,10,1,[10],10
15738,11891_Layer 29,6,1,[6],6
15739,11891_Layer 27,10,1,[10],10
15740,11891_Layer 28,8,1,[8],8
15741,11891_Layer 3,4,1,[4],4
15742,11891_Layer 31,8,1,[8],8
15743,11891_Layer 30,10,1,[10],10
15744,11891_Layer 32,8,1,[8],8
15745,11891_Layer 33,10,1,[10],10
15746,11891_Layer 34,8,1,[8],8
15747,11891_Layer 35,10,1,[10],10
15748,11891_Layer 36,8,1,[8],8
15749,11891_Layer 38,8,1,[8],8
15750,11891_Layer 37,9,1,[9],9
15751,11891_Layer 4,6,1,[6],6
15753,11891_Layer 5,12,1,[12],12
15754,11891_Layer 6,14,1,[14],14
15755,11891_Layer 7,20,1,[20],20
15756,11892_Layer 2,10,1,[10],10
15757,11891_Layer 8,16,1,[16],16
15758,11891_Layer 9,18,1,[18],18
15759,11892_Layer 3,6,1,[6],6
15760,11892_Layer 7,10,1,[10],10
15761,11892_Layer 4,12,1,[12],12
15762,11892_Layer 5,22,1,[22],22
15763,11892_Layer 8,10,1,[10],10
15764,11892_Layer 6,18,2,"[12, 6]",12
15765,11894_Layer 10,10,1,[10],10
15766,11894_Layer 11,10,1,[10],10
15767,11894_Layer 13,6,1,[6],6
15768,11894_Layer 14,6,1,[6],6
